Entry_ID,Date,Grid_ID,Lat_Min,Lat_Max,Lon_Min,Lon_Max,T_degC,Salnty,O2ml_L,O2Sat,ChlorA,Phaeop,NO3uM
6286,05/30/1984,grid623,33.203,33.246,-121.443,-121.391,12.793,33.288,6.3,104.767,0.877,0.293,4.3
6287,05/30/1984,grid683,33.551,33.594,-120.77,-120.718,13.595,33.531,6.31,106.8,0.855,0.125,3.75
6288,05/30/1984,grid711,33.725,33.768,-120.46,-120.408,16.343,33.634,6.063,108.567,0.423,0.047,0.433
6289,05/31/1978,grid238,30.812,30.855,-121.598,-121.547,16.71,33.067,5.76,103.5,0.07,0.01,0.0
6290,05/31/1978,grid279,31.159,31.203,-120.925,-120.874,16.735,33.129,5.735,103.2,0.08,0.015,0.5
6291,05/31/1978,grid318,31.464,31.507,-120.253,-120.201,16.42,33.133,5.66,101.2,0.07,0.01,0.2
6292,05/31/1978,grid363,31.812,31.855,-119.58,-119.528,16.06,33.159,5.82,103.3,0.09,0.03,0.0
6293,05/31/1981,grid362,31.812,31.855,-119.632,-119.58,15.01,33.576,6.05,105.45,0.8,0.085,0.4
6294,05/31/1981,grid363,31.812,31.855,-119.58,-119.528,14.948,33.581,6.08,105.84,0.65,0.048,0.36
6295,05/31/1981,grid814,34.551,34.594,-125.221,-125.17,15.24,33.249,5.963,104.2,0.117,0.037,0.0
6296,05/31/1981,grid828,34.855,34.899,-124.497,-124.445,14.695,33.148,6.07,104.85,0.19,0.04,0.45
6297,05/31/1981,grid856,35.203,35.246,-123.772,-123.72,14.143,32.944,6.11,104.267,0.133,0.02,0.067
6298,05/31/1981,grid881,35.551,35.594,-123.048,-122.996,13.51,33.426,6.18,104.367,0.373,0.15,6.233
6299,05/31/1984,grid337,31.638,31.681,-123.099,-123.048,16.303,33.275,5.903,105.4,0.06,0.02,0.0
6300,05/31/1984,grid385,31.986,32.029,-122.426,-122.375,14.81,33.059,6.083,105.267,0.147,0.043,0.0
6301,05/31/1984,grid426,32.203,32.246,-123.513,-123.462,16.507,33.35,5.833,104.6,0.07,0.01,0.0
6302,05/31/1984,grid449,32.29,32.333,-121.754,-121.702,13.27,33.299,6.31,105.95,0.275,0.085,3.5
6303,06/01/1978,grid177,30.246,30.29,-121.184,-121.132,17.01,33.111,5.71,103.25,0.055,0.025,0.1
6304,06/01/1978,grid211,30.551,30.594,-120.563,-120.511,16.825,33.136,5.73,103.25,0.06,0.03,0.0
6305,06/01/1978,grid246,30.899,30.942,-119.89,-119.839,16.47,33.21,5.725,102.5,0.085,0.015,0.0
6306,06/01/1978,grid288,31.246,31.29,-119.217,-119.166,16.515,33.224,5.78,103.6,0.09,0.03,0.1
6307,06/01/1978,grid333,31.594,31.638,-118.545,-118.493,15.55,33.209,6.05,106.4,0.17,0.07,0.2
6308,06/01/1981,grid363,31.812,31.855,-119.58,-119.528,14.604,33.572,6.15,106.34,1.13,0.09,0.8
6309,06/01/1981,grid899,35.855,35.899,-122.426,-122.375,14.02,33.328,6.08,103.733,0.48,0.177,0.867
6310,06/01/1981,grid911,36.116,36.159,-121.909,-121.857,10.077,33.951,3.743,58.933,0.483,0.31,24.5
6311,06/01/1981,grid937,36.768,36.812,-122.064,-122.012,10.663,33.921,4.597,73.3,0.82,0.34,21.833
6312,06/01/1984,grid516,32.638,32.681,-121.081,-121.029,14.467,33.501,6.277,108.167,0.337,0.023,1.233
6313,06/01/1984,grid592,32.986,33.029,-120.356,-120.304,14.497,33.635,6.15,106.133,0.48,0.293,3.3
6314,06/01/1984,grid618,33.159,33.203,-120.046,-119.994,15.843,33.663,6.043,107.2,0.427,0.097,0.567
6315,06/01/1984,grid641,33.29,33.333,-119.683,-119.632,15.187,33.65,5.943,104.067,0.98,0.243,1.467
6316,06/01/1984,grid674,33.464,33.507,-119.321,-119.269,15.953,33.656,5.97,106.1,0.48,0.087,1.533
6317,06/01/1984,grid697,33.638,33.681,-119.01,-118.959,17.587,33.602,5.927,108.7,0.183,0.027,0.0
6318,06/02/1978,grid376,31.899,31.942,-117.82,-117.768,16.13,33.41,5.805,103.35,0.17,0.12,0.75
6319,06/02/1978,grid407,32.072,32.116,-117.51,-117.458,16.847,33.345,5.85,105.567,0.137,0.077,0.033
6320,06/02/1978,grid448,32.246,32.29,-117.147,-117.095,15.493,33.472,5.513,97.8,0.58,0.35,4.067
6321,06/02/1981,grid375,31.899,31.942,-117.872,-117.82,15.595,33.585,6.085,107.3,0.185,0.04,0.1
6322,06/02/1981,grid448,32.246,32.29,-117.147,-117.095,14.705,33.585,5.745,99.55,0.97,0.24,1.1
6323,06/02/1981,grid895,35.768,35.812,-124.238,-124.186,14.295,32.952,6.135,105.0,0.11,0.03,0.05
6324,06/02/1981,grid910,36.116,36.159,-123.513,-123.462,13.21,33.537,6.2,104.133,0.65,0.177,7.0
6325,06/02/1981,grid920,36.42,36.464,-122.789,-122.737,12.453,33.724,6.43,106.433,6.08,0.237,8.033
6326,06/02/1984,grid726,33.812,33.855,-118.648,-118.596,16.92,33.576,6.117,110.667,0.283,0.05,0.033
6327,06/02/1984,grid734,33.855,33.899,-118.493,-118.441,18.03,33.573,6.06,112.1,0.41,0.07,0.1
6328,06/03/1978,grid345,31.638,31.681,-116.785,-116.733,14.89,33.707,5.885,102.95,4.735,1.01,5.85
6329,06/03/1981,grid246,30.899,30.942,-119.89,-119.839,17.1,33.738,5.66,102.9,0.085,0.015,0.1
6330,06/03/1981,grid288,31.246,31.29,-119.217,-119.166,16.38,33.572,5.735,102.7,0.1,0.025,0.2
6331,06/03/1981,grid332,31.551,31.594,-118.545,-118.493,15.725,33.578,5.9,104.3,0.27,0.055,0.2
6332,06/03/1981,grid929,36.681,36.725,-123.927,-123.876,11.67,33.117,6.14,99.567,0.447,0.223,6.633
6333,06/03/1981,grid946,37.029,37.072,-123.203,-123.151,11.737,33.786,6.667,108.733,9.457,1.517,5.333
6334,06/04/1978,grid182,30.333,30.377,-119.476,-119.425,16.785,33.125,5.76,103.75,0.08,0.01,0.1
6335,06/04/1978,grid218,30.638,30.681,-118.855,-118.803,17.11,33.221,5.7,103.4,0.1,0.01,0.0
6336,06/04/1978,grid258,30.986,31.029,-118.131,-118.079,16.43,33.234,5.805,103.85,0.11,0.035,0.0
6337,06/04/1978,grid303,31.333,31.377,-117.458,-117.406,16.665,33.363,5.795,104.25,0.14,0.075,0.4
6338,06/04/1978,grid327,31.507,31.551,-117.147,-117.095,16.41,33.314,5.88,105.2,0.255,0.08,0.3
6339,06/04/1981,grid130,29.681,29.725,-120.822,-120.77,16.85,33.562,5.7,103.05,0.07,0.02,0.1
6340,06/04/1981,grid149,29.899,29.942,-121.857,-121.805,16.31,33.486,5.785,103.4,0.09,0.025,0.15
6341,06/04/1981,grid177,30.246,30.29,-121.184,-121.132,16.83,33.567,5.69,102.8,0.065,0.01,0.0
6342,06/04/1981,grid211,30.551,30.594,-120.563,-120.511,17.16,33.658,5.66,103.0,0.075,0.015,0.15
6343,06/04/1981,grid956,37.29,37.333,-122.633,-122.582,11.935,33.853,7.01,114.95,3.515,1.04,3.55
6344,06/04/1981,grid970,37.594,37.638,-123.617,-123.565,12.097,33.164,5.983,97.933,0.4,0.127,6.6
6345,06/04/1981,grid979,37.768,37.812,-123.306,-123.255,9.877,33.873,5.607,87.9,11.803,0.267,16.867
6346,06/05/1978,grid113,29.377,29.42,-119.735,-119.683,17.575,33.204,5.665,103.65,0.085,0.02,0.05
6347,06/05/1978,grid127,29.638,29.681,-120.822,-120.77,17.13,33.135,5.7,103.3,0.07,0.02,0.1
6348,06/05/1978,grid138,29.768,29.812,-119.114,-119.062,17.26,33.176,5.72,104.0,0.06,0.03,0.1
6349,06/05/1978,grid152,29.986,30.029,-120.149,-120.097,16.91,33.139,5.74,103.6,0.07,0.02,0.0
6350,06/05/1981,grid152,29.986,30.029,-120.149,-120.097,17.285,33.763,5.645,103.05,0.1,0.01,0.0
6351,06/05/1981,grid182,30.333,30.377,-119.476,-119.425,16.835,33.66,5.72,103.45,0.085,0.02,0.1
6352,06/05/1981,grid225,30.681,30.725,-118.803,-118.752,16.795,33.618,5.725,103.4,0.1,0.03,0.1
6353,06/05/1981,grid945,36.942,36.986,-125.066,-125.014,14.397,32.919,6.047,103.7,0.117,0.017,0.1
6354,06/05/1981,grid953,37.246,37.29,-124.341,-124.29,14.27,32.886,6.085,104.05,0.14,0.035,0.0
6355,06/05/1984,grid148,29.855,29.899,-115.853,-115.802,15.615,33.518,6.09,107.4,0.895,0.555,0.05
6356,06/06/1978,grid162,30.072,30.116,-118.441,-118.389,17.065,33.216,5.7,103.25,0.075,0.03,0.0
6357,06/06/1978,grid195,30.42,30.464,-117.768,-117.717,15.93,33.194,5.905,104.6,0.175,0.075,0.0
6358,06/06/1978,grid230,30.725,30.768,-117.095,-117.044,16.61,33.472,5.855,105.25,0.22,0.09,0.0
6359,06/06/1978,grid250,30.899,30.942,-116.785,-116.733,16.895,33.338,5.76,104.05,0.53,0.085,0.0
6360,06/06/1978,grid270,31.072,31.116,-116.423,-116.371,13.6,33.44,6.507,110.3,2.233,0.7,0.867
6361,06/06/1981,grid258,30.986,31.029,-118.131,-118.079,16.737,33.585,5.72,103.167,0.08,0.02,0.4
6362,06/06/1981,grid303,31.333,31.377,-117.458,-117.406,16.45,33.57,5.84,104.75,0.13,0.04,0.3
6363,06/06/1981,grid350,31.681,31.725,-116.785,-116.733,16.955,33.584,5.755,104.25,1.32,0.175,0.6
6364,06/06/1984,grid107,29.29,29.333,-116.992,-116.94,17.13,33.498,5.68,103.2,0.12,0.06,0.1
6365,06/06/1984,grid117,29.42,29.464,-116.681,-116.63,17.217,33.515,5.617,102.233,0.097,0.057,0.1
6366,06/06/1984,grid125,29.594,29.638,-116.371,-116.319,17.35,33.524,5.69,103.8,0.13,0.06,0.3
6367,06/06/1984,grid139,29.768,29.812,-116.009,-115.957,17.405,33.544,5.815,106.2,0.35,0.195,0.15
6368,06/06/1984,grid99,29.116,29.159,-117.354,-117.302,17.76,33.56,5.59,102.85,0.095,0.06,0.1
6369,06/07/1978,grid141,29.812,29.855,-117.406,-117.354,16.79,33.248,5.71,102.9,0.1,0.03,0.0
6370,06/07/1978,grid170,30.159,30.203,-116.733,-116.681,16.72,33.293,5.79,104.2,0.11,0.05,0.1
6371,06/07/1978,grid184,30.333,30.377,-116.423,-116.371,16.615,33.32,5.685,102.15,0.175,0.115,0.6
6372,06/07/1978,grid196,30.42,30.464,-116.216,-116.164,12.82,33.599,4.97,82.95,3.7,1.615,7.15
6373,06/07/1981,grid235,30.768,30.812,-117.095,-117.044,16.88,33.61,5.71,103.3,0.08,0.03,0.25
6374,06/07/1981,grid270,31.072,31.116,-116.423,-116.371,14.275,33.627,4.87,83.95,2.0,0.4,7.35
6375,06/07/1984,grid48,27.942,27.986,-119.632,-119.58,18.247,33.694,5.57,103.567,0.08,0.03,0.067
6376,06/07/1984,grid60,28.246,28.29,-119.01,-118.959,17.745,33.567,5.595,102.9,0.085,0.05,0.1
6377,06/07/1984,grid77,28.594,28.638,-118.338,-118.286,17.66,33.555,5.597,102.733,0.087,0.043,0.0
6378,06/07/1984,grid83,28.768,28.812,-118.027,-117.975,17.88,33.606,5.58,102.95,0.095,0.035,0.2
6379,06/07/1984,grid90,28.942,28.986,-117.665,-117.613,17.88,33.562,5.643,104.067,0.11,0.053,0.1
6380,06/08/1978,grid101,29.159,29.203,-118.7,-118.648,17.86,33.281,5.6,103.1,0.06,0.02,0.0
6381,06/08/1978,grid61,28.246,28.29,-118.959,-118.907,18.57,33.457,5.535,103.35,0.07,0.025,0.0
6382,06/08/1978,grid77,28.594,28.638,-118.338,-118.286,18.06,33.272,5.597,103.367,0.073,0.023,0.0
6383,06/08/1978,grid88,28.855,28.899,-119.373,-119.321,17.8,33.193,5.61,103.1,0.07,0.02,0.0
6384,06/08/1981,grid115,29.42,29.464,-119.735,-119.683,17.68,33.617,5.64,103.633,0.06,0.02,0.2
6385,06/08/1981,grid138,29.768,29.812,-119.114,-119.062,17.255,33.634,5.675,103.4,0.09,0.025,0.25
6386,06/08/1981,grid162,30.072,30.116,-118.441,-118.389,17.703,33.721,5.61,103.2,0.137,0.043,0.467
6387,06/08/1981,grid195,30.42,30.464,-117.768,-117.717,18.123,33.723,5.597,103.8,0.14,0.033,0.333
6388,06/08/1984,grid38,27.594,27.638,-120.304,-120.253,17.967,33.634,5.76,106.433,0.06,0.03,0.2
6389,06/08/1984,grid56,28.159,28.203,-120.667,-120.615,17.46,33.58,5.603,102.533,0.06,0.02,0.0
6390,06/08/1984,grid73,28.507,28.551,-120.046,-119.994,17.96,33.627,5.58,103.1,0.095,0.04,0.2
6391,06/08/1984,grid88,28.855,28.899,-119.373,-119.321,17.653,33.558,5.653,103.8,0.07,0.04,0.1
6392,06/09/1978,grid104,29.246,29.29,-116.992,-116.94,17.165,33.269,5.66,102.75,0.105,0.04,0.1
6393,06/09/1978,grid125,29.594,29.638,-116.371,-116.319,15.99,33.455,6.04,107.3,0.24,0.08,0.0
6394,06/09/1978,grid137,29.725,29.768,-116.009,-115.957,15.35,33.434,5.93,104.05,0.535,0.16,0.45
6395,06/09/1978,grid89,28.899,28.942,-117.665,-117.613,18.56,33.429,5.52,103.0,0.07,0.02,0.1
6396,06/09/1981,grid101,29.159,29.203,-118.7,-118.648,17.57,33.677,5.63,103.25,0.09,0.015,0.1
6397,06/09/1981,grid74,28.507,28.551,-119.994,-119.942,17.67,33.63,5.655,103.9,0.085,0.015,0.4
6398,06/09/1981,grid88,28.855,28.899,-119.373,-119.321,17.38,33.662,5.66,103.45,0.085,0.005,0.2
6399,06/09/1981,grid96,29.072,29.116,-120.408,-120.356,17.397,33.626,5.66,103.433,0.097,0.017,0.5
6400,06/09/1984,grid101,29.159,29.203,-118.7,-118.648,16.993,33.487,5.71,103.5,0.07,0.04,0.2
6401,06/09/1984,grid120,29.507,29.551,-118.079,-118.027,16.575,33.467,5.7,102.4,0.07,0.035,0.3
6402,06/09/1984,grid131,29.681,29.725,-117.768,-117.717,16.753,33.48,5.86,105.667,0.097,0.04,0.2
6403,06/09/1984,grid146,29.855,29.899,-117.406,-117.354,16.753,33.466,5.77,104.067,0.083,0.05,0.2
6404,06/09/2018,grid575,32.899,32.942,-117.406,-117.354,12.552,33.59,5.786,96.06,2.895,0.562,0.255
6405,06/09/2018,grid587,32.942,32.986,-117.354,-117.302,13.067,33.604,5.462,91.74,2.528,0.869,3.703
6406,06/10/1978,grid43,27.725,27.768,-118.648,-118.596,17.705,33.226,5.63,103.25,0.135,-0.01,0.0
6407,06/10/1978,grid50,28.029,28.072,-117.924,-117.872,17.83,33.226,5.627,103.433,0.06,0.02,0.0
6408,06/10/1978,grid66,28.333,28.377,-117.302,-117.251,18.015,33.294,5.64,104.1,0.065,0.045,0.0
6409,06/10/1978,grid79,28.681,28.725,-116.63,-116.578,17.07,33.236,5.685,103.05,0.165,0.02,0.1
6410,06/10/1981,grid121,29.507,29.551,-118.027,-117.975,18.423,33.721,5.577,104.0,0.127,0.02,0.0
6411,06/10/1981,grid146,29.855,29.899,-117.406,-117.354,17.51,33.629,5.653,103.567,0.097,0.02,0.1
6412,06/10/1981,grid170,30.159,30.203,-116.733,-116.681,17.43,33.666,5.7,104.3,0.1,0.02,0.15
6413,06/10/1984,grid153,29.986,30.029,-117.044,-116.992,17.377,33.541,5.757,105.133,0.103,0.05,0.2
6414,06/10/1984,grid170,30.159,30.203,-116.733,-116.681,16.72,33.528,5.985,107.9,0.285,0.165,0.2
6415,06/10/1984,grid185,30.333,30.377,-116.371,-116.319,17.35,33.563,5.777,105.467,0.167,0.073,0.1
6416,06/10/1984,grid197,30.42,30.464,-116.164,-116.112,14.477,33.521,5.667,97.733,1.0,0.647,1.333
6417,06/10/1984,grid205,30.464,30.507,-116.112,-116.06,14.42,33.542,5.35,92.1,0.85,1.12,3.0
6418,06/10/1984,grid270,31.072,31.116,-116.423,-116.371,13.365,33.512,5.52,93.1,1.0,0.555,3.0
6419,06/10/1984,grid276,31.116,31.159,-116.371,-116.319,15.67,33.515,6.18,109.1,1.31,0.47,0.1
6420,06/10/2018,grid387,31.986,32.029,-119.269,-119.217,14.611,33.564,6.122,105.835,1.427,0.282,0.64
6421,06/10/2018,grid422,32.159,32.203,-118.907,-118.855,14.877,33.67,5.804,100.965,1.143,0.294,1.812
6422,06/10/2018,grid464,32.333,32.377,-118.596,-118.545,16.614,33.652,5.906,106.29,1.455,0.265,0.0
6423,06/10/2018,grid496,32.507,32.551,-118.234,-118.182,17.408,33.648,6.06,110.71,0.727,0.15,0.0
6424,06/10/2018,grid521,32.638,32.681,-117.924,-117.872,17.146,33.672,6.006,109.09,0.222,0.05,0.0
6425,06/10/2018,grid556,32.812,32.855,-117.561,-117.51,17.339,33.646,6.094,111.12,0.3,0.077,0.0
6426,06/11/1981,grid104,29.246,29.29,-116.992,-116.94,17.715,33.673,5.845,107.5,0.545,0.1,0.1
6427,06/11/1981,grid125,29.594,29.638,-116.371,-116.319,16.7,33.603,5.745,103.6,0.105,0.035,0.2
6428,06/11/1981,grid148,29.855,29.899,-115.853,-115.802,14.22,33.595,5.55,95.4,0.6,0.21,3.25
6429,06/11/1981,grid197,30.42,30.464,-116.164,-116.112,13.697,33.569,5.277,89.733,1.527,0.437,4.967
6430,06/11/1984,grid166,30.116,30.159,-118.441,-118.389,16.557,33.511,5.743,103.2,0.097,0.043,0.1
6431,06/11/1984,grid179,30.246,30.29,-118.079,-118.027,16.717,33.539,5.71,102.933,0.097,0.04,0.2
6432,06/11/1984,grid195,30.42,30.464,-117.768,-117.717,16.737,33.535,5.72,103.167,0.093,0.05,0.2
6433,06/11/1984,grid216,30.594,30.638,-117.458,-117.406,16.705,33.552,5.825,105.0,0.095,0.035,0.2
6434,06/11/1984,grid235,30.768,30.812,-117.095,-117.044,16.82,33.522,5.98,108.0,0.325,0.195,0.0
6435,06/11/1984,grid253,30.942,30.986,-116.785,-116.733,17.703,33.521,5.737,105.4,0.1,0.053,0.1
6436,06/11/2018,grid238,30.812,30.855,-121.598,-121.547,16.784,33.638,5.643,101.928,0.102,0.023,0.0
6437,06/11/2018,grid279,31.159,31.203,-120.925,-120.874,16.782,33.64,5.621,101.535,0.098,0.028,0.0
6438,06/11/2018,grid324,31.507,31.551,-120.253,-120.201,15.515,33.519,5.901,103.873,0.303,0.08,0.0
6439,06/11/2018,grid363,31.812,31.855,-119.58,-119.528,15.883,33.51,5.796,102.755,0.166,0.038,0.0
6440,06/12/1981,grid61,28.246,28.29,-118.959,-118.907,17.837,33.526,5.643,103.967,0.067,0.01,0.2
6441,06/12/1981,grid77,28.594,28.638,-118.338,-118.286,18.0,33.683,5.63,104.1,0.105,0.025,0.1
6442,06/12/1981,grid90,28.942,28.986,-117.665,-117.613,18.59,33.757,5.575,104.35,0.125,0.015,0.2
6443,06/12/1984,grid108,29.333,29.377,-121.495,-121.443,16.563,33.33,5.78,103.767,0.07,0.04,0.1
6444,06/12/1984,grid115,29.42,29.464,-119.735,-119.683,17.66,33.558,5.66,103.95,0.07,0.035,0.2
6445,06/12/1984,grid138,29.768,29.812,-119.114,-119.062,17.08,33.48,5.703,103.5,0.07,0.04,0.1
6446,06/12/1984,grid82,28.768,28.812,-121.081,-121.029,17.153,33.501,5.647,102.633,0.08,0.03,0.1
6447,06/12/1984,grid98,29.116,29.159,-120.408,-120.356,17.657,33.596,5.573,102.367,0.06,0.04,0.1
6448,06/12/2018,grid140,29.812,29.855,-123.617,-123.565,18.049,33.938,5.477,101.553,0.082,0.016,0.0
6449,06/12/2018,grid168,30.159,30.203,-122.944,-122.892,17.612,33.802,5.549,101.955,0.074,0.014,0.0
6450,06/12/2018,grid188,30.377,30.42,-124.031,-123.979,17.826,33.837,5.538,102.19,0.09,0.028,0.0
6451,06/12/2018,grid207,30.507,30.551,-122.271,-122.219,16.183,33.511,5.725,102.11,0.106,0.029,0.0
6452,06/13/1984,grid130,29.681,29.725,-120.822,-120.77,16.58,33.423,5.727,102.9,0.06,0.037,0.2
6453,06/13/1984,grid152,29.986,30.029,-120.149,-120.097,16.543,33.425,5.75,103.2,0.06,0.04,0.2
6454,06/13/1984,grid182,30.333,30.377,-119.476,-119.425,16.303,33.364,5.803,103.667,0.087,0.04,0.1
6455,06/13/1984,grid225,30.681,30.725,-118.803,-118.752,16.285,33.602,5.835,104.35,0.15,0.055,0.15
6456,06/13/2018,grid227,30.725,30.768,-123.358,-123.306,16.952,33.599,5.62,101.82,0.068,0.017,0.0
6457,06/13/2018,grid266,31.072,31.116,-122.685,-122.633,16.28,33.5,5.697,101.797,0.109,0.017,0.0
6458,06/13/2018,grid305,31.377,31.42,-122.012,-121.961,15.866,33.486,5.751,101.923,0.123,0.027,0.0
6459,06/13/2018,grid354,31.725,31.768,-121.34,-121.288,15.429,33.486,5.858,102.907,0.258,0.077,0.1
6460,06/14/1983,grid541,32.768,32.812,-119.166,-119.114,14.665,33.52,5.465,94.8,0.955,0.03,4.75
6461,06/14/1983,grid595,32.986,33.029,-118.752,-118.7,16.33,33.416,5.875,105.0,0.315,0.035,0.05
6462,06/14/1983,grid652,33.333,33.377,-118.079,-118.027,15.765,33.406,5.88,103.9,0.08,0.03,0.35
6463,06/14/1983,grid661,33.377,33.42,-117.924,-117.872,16.945,33.474,5.915,107.05,0.42,0.095,0.4
6464,06/14/1983,grid675,33.464,33.507,-117.82,-117.768,16.585,33.457,5.99,107.7,0.505,0.105,0.5
6465,06/14/1984,grid239,30.812,30.855,-118.493,-118.441,16.893,33.571,5.84,105.667,0.113,0.047,0.167
6466,06/14/1984,grid258,30.986,31.029,-118.131,-118.079,17.79,33.592,5.78,106.45,0.16,0.05,0.15
6467,06/14/1984,grid282,31.159,31.203,-117.82,-117.768,17.967,33.632,5.757,106.367,0.2,0.13,0.167
6468,06/14/1984,grid302,31.333,31.377,-117.51,-117.458,17.97,33.537,5.64,104.2,0.083,0.04,0.1
6469,06/14/1984,grid327,31.507,31.551,-117.147,-117.095,17.897,33.526,5.663,104.467,0.113,0.047,0.167
6470,06/14/1984,grid350,31.681,31.725,-116.785,-116.733,16.775,33.55,5.955,107.483,0.248,0.142,0.15
6471,06/14/2018,grid403,32.072,32.116,-120.667,-120.615,15.498,33.486,5.8,102.04,0.188,0.053,0.0
6472,06/14/2018,grid469,32.377,32.42,-119.994,-119.942,14.171,33.519,5.913,101.297,0.46,0.174,1.58
6473,06/14/2018,grid518,32.638,32.681,-119.528,-119.476,13.96,33.666,5.796,98.945,1.634,0.586,5.24
6474,06/14/2018,grid572,32.899,32.942,-118.959,-118.907,13.671,33.599,5.74,97.477,3.633,0.626,0.5
6475,06/15/1983,grid509,32.594,32.638,-119.476,-119.425,15.51,33.441,5.845,102.85,0.87,0.17,1.1
6476,06/15/1984,grid288,31.246,31.29,-119.217,-119.166,16.59,33.576,5.817,104.633,0.143,0.063,0.167
6477,06/15/1984,grid307,31.377,31.42,-118.855,-118.803,16.98,33.574,5.743,104.1,0.15,0.073,0.2
6478,06/15/1984,grid332,31.551,31.594,-118.545,-118.493,17.693,33.56,5.677,104.333,0.14,0.04,0.1
6479,06/15/1984,grid357,31.725,31.768,-118.182,-118.131,17.69,33.554,5.73,105.25,0.125,0.05,0.1
6480,06/15/1984,grid375,31.899,31.942,-117.872,-117.82,17.903,33.612,5.67,104.633,0.147,0.06,0.2
6481,06/15/1984,grid407,32.072,32.116,-117.51,-117.458,17.897,33.554,5.743,105.933,0.107,0.053,0.0
6482,06/15/1984,grid424,32.159,32.203,-117.302,-117.251,18.63,33.601,5.65,105.7,0.11,0.07,0.1
6483,06/15/1984,grid448,32.246,32.29,-117.147,-117.095,18.41,33.614,5.93,110.4,0.27,0.14,0.1
6484,06/15/1984,grid457,32.29,32.333,-117.095,-117.044,18.5,33.613,6.0,112.0,1.33,0.51,0.2
6485,06/15/2018,grid621,33.159,33.203,-118.389,-118.338,17.428,33.654,6.338,115.705,0.874,0.14,0.0
6486,06/15/2018,grid635,33.246,33.29,-118.286,-118.234,17.797,33.656,5.876,108.11,0.313,0.039,0.0
6487,06/15/2018,grid661,33.377,33.42,-117.924,-117.872,17.868,33.662,5.881,108.433,0.296,0.066,0.0
6488,06/15/2018,grid675,33.464,33.507,-117.82,-117.768,18.274,33.673,5.93,110.228,0.635,0.172,0.0
6489,06/15/2018,grid676,33.464,33.507,-117.768,-117.717,18.098,33.644,6.141,113.78,1.757,0.515,1.97
6490,06/15/2018,grid701,33.638,33.681,-118.131,-118.079,16.828,33.633,6.07,109.73,3.469,0.748,1.76
6491,06/15/2018,grid734,33.855,33.899,-118.493,-118.441,17.568,33.639,6.19,113.535,1.584,0.29,2.2
6492,06/16/1984,grid149,29.899,29.942,-121.857,-121.805,16.17,33.203,5.89,104.867,0.153,0.043,0.1
6493,06/16/1984,grid177,30.246,30.29,-121.184,-121.132,16.537,33.415,5.713,102.567,0.1,0.05,0.1
6494,06/16/1984,grid211,30.551,30.594,-120.563,-120.511,15.983,33.375,5.843,103.733,0.163,0.047,0.1
6495,06/16/1984,grid246,30.899,30.942,-119.89,-119.839,15.79,33.47,5.97,105.65,0.175,0.085,0.0
6496,06/16/2018,grid592,32.986,33.029,-120.356,-120.304,13.256,33.697,6.244,105.11,2.217,0.95,4.56
6497,06/16/2018,grid612,33.116,33.159,-120.046,-119.994,12.989,33.694,5.634,94.29,5.584,2.25,6.63
6498,06/16/2018,grid641,33.29,33.333,-119.683,-119.632,10.992,33.799,3.868,62.45,4.044,0.534,14.925
6499,06/16/2018,grid674,33.464,33.507,-119.321,-119.269,15.236,33.69,5.665,99.425,1.518,0.367,3.18
6500,06/16/2018,grid697,33.638,33.681,-119.01,-118.959,17.646,33.655,6.155,112.785,1.03,0.205,0.0
6501,06/16/2018,grid726,33.812,33.855,-118.648,-118.596,17.77,33.666,6.222,114.58,0.622,0.172,0.0
6502,06/16/2018,grid734,33.855,33.899,-118.493,-118.441,14.16,33.601,5.902,101.535,1.592,0.453,3.395
6503,06/17/1984,grid207,30.507,30.551,-122.271,-122.219,15.547,33.14,5.937,104.333,0.137,0.063,0.233
6504,06/17/1984,grid238,30.812,30.855,-121.598,-121.547,16.137,33.261,5.81,103.4,0.123,0.043,0.1
6505,06/17/1984,grid279,31.159,31.203,-120.925,-120.874,15.413,33.288,6.017,105.533,0.24,0.1,0.267
6506,06/17/1984,grid324,31.507,31.551,-120.253,-120.201,15.687,33.431,5.91,104.3,0.153,0.063,0.067
6507,06/17/2018,grid385,31.986,32.029,-122.426,-122.375,16.392,33.543,5.662,101.433,0.164,0.062,0.0
6508,06/17/2018,grid449,32.29,32.333,-121.754,-121.702,15.931,33.495,5.726,101.605,0.167,0.042,0.0
6509,06/17/2018,grid516,32.638,32.681,-121.081,-121.029,15.896,33.486,5.75,101.965,0.182,0.052,0.0
6510,06/18/1984,grid363,31.812,31.855,-119.58,-119.528,16.05,33.648,6.017,107.133,0.32,0.127,0.1
6511,06/18/1984,grid387,31.986,32.029,-119.269,-119.217,16.997,33.581,5.79,105.0,0.153,0.05,0.067
6512,06/18/1984,grid422,32.159,32.203,-118.907,-118.855,17.407,33.558,5.717,104.433,0.143,0.03,0.2
6513,06/18/1984,grid464,32.333,32.377,-118.596,-118.545,16.833,33.578,5.777,104.4,0.13,0.043,0.1
6514,06/18/1984,grid496,32.507,32.551,-118.234,-118.182,17.503,33.553,5.65,103.467,0.11,0.04,0.1
6515,06/18/1984,grid522,32.638,32.681,-117.872,-117.82,18.397,33.599,5.763,107.333,0.17,0.09,0.1
6516,06/18/2018,grid291,31.29,31.333,-123.772,-123.72,16.696,33.564,5.646,101.765,0.094,0.02,0.0
